id,uri,curriculum,source,subject,type,text
outcome:9e98a5bcf83c89fc,https://curriculum.praktikal.ee/o/9e98a5bcf83c89fc,gumnaasium,okmv,Eesti keel teise keelena,skill,"kirjutab argumenteeritud arvamustekste keerukamatel teemadel, kasutab mitmest allikast pärit teavet, arendab mõtet, esitab põhjendatud poolt- ja vastuväiteid, seob allteemasid ja teeb sobiva kokkuvõtte;"
outcome:0476385384f864a9,https://curriculum.praktikal.ee/o/0476385384f864a9,gumnaasium,okmv,Eesti keel teise keelena,skill,kirjutab loovtekste isikupärases stiilis;
outcome:2b544c9fc4300858,https://curriculum.praktikal.ee/o/2b544c9fc4300858,gumnaasium,okmv,Eesti keel teise keelena,skill,"valdab rikkalikku sõnavara ja mõistab kujundlikku keelt, väljendub selgelt, ladusalt ja varieeruvalt;"
outcome:ff69d2e5568102ba,https://curriculum.praktikal.ee/o/ff69d2e5568102ba,gumnaasium,okmv,Eesti keel teise keelena,knowledge,valdab grammatika tarindeid;
outcome:73125f99581e5142,https://curriculum.praktikal.ee/o/73125f99581e5142,gumnaasium,okmv,Eesti keel teise keelena,skill,hääldab sõnu ja lauseid selgelt ja loomulikult;
outcome:de1451029348c7b2,https://curriculum.praktikal.ee/o/de1451029348c7b2,gumnaasium,okmv,Eesti keel teise keelena,attitude,"arvestab keeleliste vahendite valikul suhtluse eesmärki, partnerit ja olukorda;"
outcome:9fe2ad0d9acff33b,https://curriculum.praktikal.ee/o/9fe2ad0d9acff33b,gumnaasium,okmv,Eesti keel teise keelena,skill,"ühendab lausungid selgelt ja loogiliselt sidusaks tekstiks, liigendab teksti lõikudeks;"
outcome:ff6f628325073837,https://curriculum.praktikal.ee/o/ff6f628325073837,gumnaasium,okmv,Eesti keel teise keelena,attitude,järgib õigekirjareegleid.
outcome:e4af529e2d3e003b,https://curriculum.praktikal.ee/o/e4af529e2d3e003b,gumnaasium,okmv,Eesti keel teise keelena,knowledge,mõistab eri pikkuse ja keerukusega ning eri žanridesse ja liikidesse kuuluvaid suulisi tekste;
outcome:e97f5de830c005a0,https://curriculum.praktikal.ee/o/e97f5de830c005a0,gumnaasium,okmv,Eesti keel teise keelena,skill,valdab rikkalikku sõnavara ja mõistab kujundlikku keelt.
outcome:87706893df6287d8,https://curriculum.praktikal.ee/o/87706893df6287d8,gumnaasium,okmv,Eesti keel teise keelena,knowledge,mõistab eri pikkuse ja keerukusega ning eri žanridesse ja liikidesse kuuluvaid kirjalikke tekste;
outcome:733f68afa8563f97,https://curriculum.praktikal.ee/o/733f68afa8563f97,gumnaasium,okmv,Eesti keel teise keelena,skill,"Õpilane kirjeldab selgelt ja üksikasjalikult, kuidas mingit toimingut läbi viia, ning edastab ladusalt juhiseid;"
outcome:91da6257607d8f22,https://curriculum.praktikal.ee/o/91da6257607d8f22,gumnaasium,okmv,Eesti keel teise keelena,skill,"väljendub selgelt ja täpselt, ladusalt ja loomulikult, paindlikult ja mõjusalt enamikus suhtlusolukordades;"
outcome:a64247345feb94c5,https://curriculum.praktikal.ee/o/a64247345feb94c5,gumnaasium,okmv,Vene keel,attitude,"väärtustab vene keelt, tunneb selle eripära, teab vene kirjakeele kujunemislugu;"
outcome:ba1a7dcafb7583db,https://curriculum.praktikal.ee/o/ba1a7dcafb7583db,gumnaasium,okmv,Vene keel,skill,märkab ja analüüsib vene keele muutuste olemust ja arendamise peamisi suundi;
outcome:58462d91d2dfdca0,https://curriculum.praktikal.ee/o/58462d91d2dfdca0,gumnaasium,okmv,Vene keel,attitude,jälgib suulise ja kirjaliku keele norme ning etiketti;
outcome:7660eea83b619642,https://curriculum.praktikal.ee/o/7660eea83b619642,gumnaasium,okmv,Vene keel,knowledge,teadvustab allkeelte ja keele varieerumise olemust;
outcome:3a297ef82bfe2f4e,https://curriculum.praktikal.ee/o/3a297ef82bfe2f4e,gumnaasium,okmv,Vene keel,skill,kasutab eesmärgistatult eri keeleallikaid ja teabekeskkondi.
outcome:ac76f2296285646d,https://curriculum.praktikal.ee/o/ac76f2296285646d,gumnaasium,okmv,Vene keel,skill,loetleb kirjaliku keelekasutuse erijooni ning väljendab end kirjas korrektselt
outcome:46dd431f5590adf5,https://curriculum.praktikal.ee/o/46dd431f5590adf5,gumnaasium,okmv,Vene keel,skill,argumenteerib veenvalt ja selgelt ning kaitseb oma seisukohti kirjalikult
outcome:927cabc64087865d,https://curriculum.praktikal.ee/o/927cabc64087865d,gumnaasium,okmv,Vene keel,skill,"hindab kriitiliselt eri allikatest pärinevat infot ja seisukohti, koostab nende põhjal kirjaliku kokkuvõtte"
outcome:2f537ba722cabd70,https://curriculum.praktikal.ee/o/2f537ba722cabd70,gumnaasium,okmv,Vene keel,skill,"toimetab tagasiside põhjal enda koostatud kirjalikke tekste, annab tagasisidet teiste tekstidele"
outcome:264e3f11ea807ee4,https://curriculum.praktikal.ee/o/264e3f11ea807ee4,gumnaasium,okmv,Vene keel,skill,"iseloomustab erinevaid meedia- ja tarbetekste, kirjutab arvamusloo ja arvustuse"
outcome:e177fbe12fc16124,https://curriculum.praktikal.ee/o/e177fbe12fc16124,gumnaasium,okmv,Vene keel,skill,omandab peamiste ametlike dokumentide kasutamise ja vormistamise nõuded
outcome:dc5328ee5e383a8a,https://curriculum.praktikal.ee/o/dc5328ee5e383a8a,gumnaasium,okmv,Vene keel,skill,"valdab vene kirjakeelt, järgib õpitud keelereegleid, kasutab elektroonilisi keeleallikaid"
outcome:eac2c287b7e3e956,https://curriculum.praktikal.ee/o/eac2c287b7e3e956,gumnaasium,okmv,Vene keel,skill,võtab vastu ja koostab ise eri liiki kirjalikke tekste.
outcome:0803cd0bf3e449a5,https://curriculum.praktikal.ee/o/0803cd0bf3e449a5,gumnaasium,okmv,Vene keel,attitude,väärtustab kirjaoskust inimese kultuursuse ja haridustaseme näitajana
outcome:0999070fb2e5ab22,https://curriculum.praktikal.ee/o/0999070fb2e5ab22,gumnaasium,okmv,Vene keel,skill,parandab ja kinnistab oma õigekeelsus- ja kirjakeeleoskust
outcome:f80a7dfe128b9520,https://curriculum.praktikal.ee/o/f80a7dfe128b9520,gumnaasium,okmv,Vene keel,skill,loob ja vormistab kirjalikke tekste vastavalt õigekirja- ja grammatikareeglitele
outcome:1585f7231e0ea874,https://curriculum.praktikal.ee/o/1585f7231e0ea874,gumnaasium,okmv,Vene keel,skill,kasutab tekstiloomes vajalikke (veebi)sõnastikke
outcome:ad2eccc64988aa5f,https://curriculum.praktikal.ee/o/ad2eccc64988aa5f,gumnaasium,okmv,Vene keel,knowledge,teadvustab vene keele rolli suhtlemisel erinevate partneritega
outcome:4475280cfac5c266,https://curriculum.praktikal.ee/o/4475280cfac5c266,gumnaasium,okmv,Vene keel,skill,koostab eri allikatest pärineva info põhjal suulise kokkuvõtte või teeb ettekande
outcome:06c7cc932b2ebb60,https://curriculum.praktikal.ee/o/06c7cc932b2ebb60,gumnaasium,okmv,Vene keel,skill,"kuulab avalikku esinemist, hindab seda kriitiliselt, esitab ettekandjale küsimusi"
outcome:41c93134b5fe250b,https://curriculum.praktikal.ee/o/41c93134b5fe250b,gumnaasium,okmv,Vene keel,skill,loob suulisi tekste vastavalt suhtluseesmärgile ja -olukorrale
outcome:762f9285e802fb3d,https://curriculum.praktikal.ee/o/762f9285e802fb3d,gumnaasium,okmv,Vene keel,skill,argumenteerib veenvalt ja selgelt ning kaitseb oma seisukohti aruteludes
outcome:6bfa5a96e3b9c9d6,https://curriculum.praktikal.ee/o/6bfa5a96e3b9c9d6,gumnaasium,okmv,Vene keel,skill,võtab vastu ja loob ise eri stiilis suulisi tekste.
outcome:9b8ad708e13a55c7,https://curriculum.praktikal.ee/o/9b8ad708e13a55c7,gumnaasium,okmv,Vene keel,skill,analüüsib ja võrdleb erinevaid keelekasutuse valdkondi ning eesmärke;
outcome:2b0a8d38218113ad,https://curriculum.praktikal.ee/o/2b0a8d38218113ad,gumnaasium,okmv,Vene keel,skill,"arvestab suhtlemisel partneriga, argumenteerib oma seisukohti, esitab näiteid;"
outcome:cbe5a6d6fa9272ce,https://curriculum.praktikal.ee/o/cbe5a6d6fa9272ce,gumnaasium,okmv,Vene keel,skill,"väljendab oma mõtteid ja tundeid, arvestab suhtlussituatsiooni ja -eesmärki, järgib stiili- ja etiketinorme;"
outcome:56e2ab1d85d1946a,https://curriculum.praktikal.ee/o/56e2ab1d85d1946a,gumnaasium,okmv,Vene keel,skill,"arvestab ja analüüsib tekstide stiiliomadusi, eristab stiililt erinevaid tekste nende keeletunnuste alusel;"
outcome:8970497aa6cf97bc,https://curriculum.praktikal.ee/o/8970497aa6cf97bc,gumnaasium,okmv,Vene keel,skill,"tunneb tekstis ära keelelise mõjutamise viise ja vahendeid, hindab teabetekstidest leitud teavet kriitiliselt, kasutab seda sihipäraselt;"
outcome:9626386bd8395a92,https://curriculum.praktikal.ee/o/9626386bd8395a92,gumnaasium,okmv,Vene keel,skill,"analüüsib teksti eesmärki, sisu, kasutuskonteksti, ülesehitust, grammatikat, sõnavara ja stiili;"
outcome:3206b0255f705fad,https://curriculum.praktikal.ee/o/3206b0255f705fad,gumnaasium,okmv,Vene keel,skill,"loob alustekstide põhjal uusi tekste, refereerib ja tsiteerib ning kasutab viitamissüsteeme, väldib plagiaati;"
outcome:e6be6e67d0d18d89,https://curriculum.praktikal.ee/o/e6be6e67d0d18d89,gumnaasium,okmv,Vene keel,skill,rakendab omandatud sõnavara kõnes ja kirjalikus tekstiloomes.
outcome:3baa5bbb0059585c,https://curriculum.praktikal.ee/o/3baa5bbb0059585c,gumnaasium,okmv,,skill,"kasutab mitmekülgseid liikumisoskusi ja -kogemusi eri liikumisviisides ning teab, mis on temale meelepärane liikumisharrastus;"
outcome:308acf247e82af32,https://curriculum.praktikal.ee/o/308acf247e82af32,gumnaasium,okmv,,knowledge,"mõistab vastutust hoida enda tervist ja vormisolekut kehaliste võimete arendamise, liikumise ning toitumise kaudu;"
outcome:803b2978d6011e5b,https://curriculum.praktikal.ee/o/803b2978d6011e5b,gumnaasium,okmv,,attitude,on igapäevaselt kehaliselt aktiivne ja järgib tervisliku liikumise põhimõtteid;
outcome:ea2e40edad901344,https://curriculum.praktikal.ee/o/ea2e40edad901344,gumnaasium,okmv,,attitude,"väärtustab liikumist, sporti ja tantsu kultuuri osana ning ennast selle mõjutajana ja uue loojana;"
outcome:a01ac05d0c90a179,https://curriculum.praktikal.ee/o/a01ac05d0c90a179,gumnaasium,okmv,,skill,"hoiab vaimset ja kehalist tasakaalu, tuleb toime stressiolukorras ning kasutab emotsioonidega toimetulemise viise;"
outcome:62674c6a3751618d,https://curriculum.praktikal.ee/o/62674c6a3751618d,gumnaasium,okmv,,attitude,tunneb rõõmu liikumisest ja on saanud sellest positiivse kogemuse.
outcome:1d3b33de83980c15,https://curriculum.praktikal.ee/o/1d3b33de83980c15,gumnaasium,okmv,,skill,"kasutab teadlikult edasiliikumisoskusi eri keskkondades, liikumisharrastuses, eri spordialadel ja tantsuliikides;"
outcome:385b3fb398e90373,https://curriculum.praktikal.ee/o/385b3fb398e90373,gumnaasium,okmv,,skill,liigub vahendil iseseisvalt kehaliste võimete arendamiseks või igapäevases liikumises;
outcome:ab379fe7bf683a66,https://curriculum.praktikal.ee/o/ab379fe7bf683a66,gumnaasium,okmv,,skill,rakendab igapäevaseks liikumiseks või liikumisharrastuseks vajalikke liikumisvahendi hooldusvõtteid;
outcome:08190d07558c905e,https://curriculum.praktikal.ee/o/08190d07558c905e,gumnaasium,okmv,,skill,käsitseb vahendit erinevates liikumistes;
outcome:4bfbebb6af505c8e,https://curriculum.praktikal.ee/o/4bfbebb6af505c8e,gumnaasium,okmv,,skill,mängib sportmängu reeglite järgi;
outcome:12524000945c8860,https://curriculum.praktikal.ee/o/12524000945c8860,gumnaasium,okmv,,skill,rakendab esmaseid veeohutusalaseid oskusi;
outcome:705142eeb7319a85,https://curriculum.praktikal.ee/o/705142eeb7319a85,gumnaasium,okmv,,skill,analüüsib kehaasendite ja liikumiste kombinatsioonide loomist;
outcome:56ee05a2a44ca043,https://curriculum.praktikal.ee/o/56ee05a2a44ca043,gumnaasium,okmv,,skill,valib harjutusi kehahoiu kontrollimiseks ja korrigeerimiseks;
outcome:60aececc8d875a35,https://curriculum.praktikal.ee/o/60aececc8d875a35,gumnaasium,okmv,,knowledge,mõistab olulisemaid kehakontrolli mõjutavaid tegureid ja oskab neid analüüsida;
outcome:1f3f9cad478dbfb6,https://curriculum.praktikal.ee/o/1f3f9cad478dbfb6,gumnaasium,okmv,,attitude,väärtustab turvalisuse ja ohutu liikumise põhimõtteid;
outcome:9b535ea4515b39a9,https://curriculum.praktikal.ee/o/9b535ea4515b39a9,gumnaasium,okmv,,skill,annab hinnangu enda tegevusele paaris- ja rühmatöös;
outcome:541876ff84fb6fe7,https://curriculum.praktikal.ee/o/541876ff84fb6fe7,gumnaasium,okmv,,skill,"analüüsib ja annab hinnangu enda liikumisoskustele, -ohutusele ja turvavarustuse kasutamisele;"
outcome:505cdce9ff87244a,https://curriculum.praktikal.ee/o/505cdce9ff87244a,gumnaasium,okmv,,knowledge,mõistab erinevate liikumisoskuste toimet heaolule ja töövõimele.
outcome:e3227297953fba16,https://curriculum.praktikal.ee/o/e3227297953fba16,gumnaasium,okmv,,skill,"leiab endale sobivaid treeninguvõimalusi ja -meetodeid, lähtudes isiklikust eesmärgist;"
outcome:881dcc76d3d827f7,https://curriculum.praktikal.ee/o/881dcc76d3d827f7,gumnaasium,okmv,,knowledge,teab erinevaid treenimisvõimalusi ja -meetodeid;
outcome:133166e20d8f7c91,https://curriculum.praktikal.ee/o/133166e20d8f7c91,gumnaasium,okmv,,skill,"arendab korrapäraselt enda kehalist võimekust kokkulepitud perioodil, lähtudes testide tulemustest ja koostatud treeningplaanist;"
outcome:b3c337bc1768521a,https://curriculum.praktikal.ee/o/b3c337bc1768521a,gumnaasium,okmv,,knowledge,mõistab erinevate kehalise võimekuse testide eesmärki;
outcome:f6d5ab5213aad3e9,https://curriculum.praktikal.ee/o/f6d5ab5213aad3e9,gumnaasium,okmv,,skill,annab hinnangu enda kehalistele võimetele ja eesmärgi saavutamisele;
outcome:d75fd53ca3f9247d,https://curriculum.praktikal.ee/o/d75fd53ca3f9247d,gumnaasium,okmv,,skill,"analüüsib tasakaalustatud liikumise ja toitumise mõju tervisele, seab selle kohta endale lühiajalise eesmärgi."
outcome:8410a250f674cd6d,https://curriculum.praktikal.ee/o/8410a250f674cd6d,gumnaasium,okmv,,skill,plaanib ja analüüsib enda liikumisaktiivsust ning peab teatud perioodil liikumispäevikut;
outcome:924c990f7c7291a6,https://curriculum.praktikal.ee/o/924c990f7c7291a6,gumnaasium,okmv,,knowledge,mõistab erineva liikumisintensiivsuse mõju organismile ja leiab endale sobiva koormuse;
outcome:f4e6a6cd8ea17c08,https://curriculum.praktikal.ee/o/f4e6a6cd8ea17c08,gumnaasium,okmv,,skill,"annab hinnangu enda kehalisele aktiivsusele, toetudes isiklikele ja/või tehnoloogilistele vahenditele;"
outcome:dfe16cdd9dc3ba23,https://curriculum.praktikal.ee/o/dfe16cdd9dc3ba23,gumnaasium,okmv,,skill,rakendab liikumiseks ettevalmistavaid ja koormusjärgseid tegevusi;
outcome:0df1779ac590bec1,https://curriculum.praktikal.ee/o/0df1779ac590bec1,gumnaasium,okmv,,skill,rakendab traumade ning haiguste järel sobilikku liikumist ja koormust;
outcome:4381ad21afcf0eab,https://curriculum.praktikal.ee/o/4381ad21afcf0eab,gumnaasium,okmv,,skill,ennetab liikumisega seotud riske ja annab esmast abi
outcome:a2abb587e58dbe0e,https://curriculum.praktikal.ee/o/a2abb587e58dbe0e,gumnaasium,okmv,,skill,"loob midagi liikumisega seotult, analüüsib loomist ja annab sellele hinnangu;"
outcome:202150018f0c7816,https://curriculum.praktikal.ee/o/202150018f0c7816,gumnaasium,okmv,,skill,annab hinnangu oma osalemisele ja/või vabatahtliku tegevuse kogemusele liikumisüritusel ning seostab saadud kogemust isikliku üldpädevuste arenguga;
outcome:6374764a9bfdf645,https://curriculum.praktikal.ee/o/6374764a9bfdf645,gumnaasium,okmv,,skill,seostab ausa mängu põhimõtteid üldinimlike väärtustega ja erinevate eluvaldkondadega;
outcome:2c74df55e49d2ca2,https://curriculum.praktikal.ee/o/2c74df55e49d2ca2,gumnaasium,okmv,,knowledge,mõistab sportlaste ja tantsijate rolli kultuuri mõjutajana;
outcome:000c1e30f593ae4d,https://curriculum.praktikal.ee/o/000c1e30f593ae4d,gumnaasium,okmv,,attitude,"järgib liikumistega seotud ohutusnõudeid, isiklikku hügieeni ja annab neile hinnangu;"
outcome:58c6bbee98830d2b,https://curriculum.praktikal.ee/o/58c6bbee98830d2b,gumnaasium,okmv,,skill,riietub vastavalt tegevusele ja keskkonna tingimustele;
outcome:8356521ee14702e8,https://curriculum.praktikal.ee/o/8356521ee14702e8,gumnaasium,okmv,,skill,annab hinnangu enda liikumiskogemusele looduskeskkonnas;
outcome:d81465eb3aac9f85,https://curriculum.praktikal.ee/o/d81465eb3aac9f85,gumnaasium,okmv,,skill,annab hinnangu enda oskustele tulla iseseisvalt toime asukoha ja suuna määramisega;
outcome:542fdef29a36e577,https://curriculum.praktikal.ee/o/542fdef29a36e577,gumnaasium,okmv,,knowledge,mõtestab liikumiskultuuri tantsu kaudu;
outcome:08b3435e113b0e8b,https://curriculum.praktikal.ee/o/08b3435e113b0e8b,gumnaasium,okmv,,skill,juhendab kaasõpilasi liikumises.
outcome:fb024794fedf8e64,https://curriculum.praktikal.ee/o/fb024794fedf8e64,gumnaasium,okmv,,skill,valib teadlikult vaimset ja kehalist tasakaalu soodustavaid tegevusi;
outcome:0fa9bcab51e251cf,https://curriculum.praktikal.ee/o/0fa9bcab51e251cf,gumnaasium,okmv,,skill,sooritab iseseisvalt vaimset ja kehalist tasakaalu soodustavaid tegevusi;
outcome:20db8f6ed658d467,https://curriculum.praktikal.ee/o/20db8f6ed658d467,gumnaasium,okmv,,skill,kasutab vaimset ja kehalist tasakaalu soodustavaid tegevusi igapäevaelus toimetulekuks;
outcome:039940521c11bf76,https://curriculum.praktikal.ee/o/039940521c11bf76,gumnaasium,okmv,,skill,kasutab emotsioonidega toimetulemise viise.
outcome:26f2f3103ffae94a,https://curriculum.praktikal.ee/o/26f2f3103ffae94a,gumnaasium,okmv,,knowledge,"teadvustab oma sidet muusika, kunsti ja visuaalkultuuriga ning Eesti ja maailma kultuuripärandiga"
outcome:ec8739c39f194d0c,https://curriculum.praktikal.ee/o/ec8739c39f194d0c,gumnaasium,okmv,,skill,"loob, uurib ja tõlgendab, kasutades muusika, kunsti ja visuaalkultuuri väljendusvahendeid, teadmisi ning meetodeid"
outcome:244d28af9ed4c204,https://curriculum.praktikal.ee/o/244d28af9ed4c204,gumnaasium,okmv,,skill,"mõtestab ning reflekteerib eri kultuurinähtusi, enda ja kaasõppijate loometegevust"
outcome:f3bfe2a6c90050e0,https://curriculum.praktikal.ee/o/f3bfe2a6c90050e0,gumnaasium,okmv,,knowledge,mõistab muusika ja kunsti osatähtsust nüüdisaegses ühiskonnas
outcome:7e0c0647ff396002,https://curriculum.praktikal.ee/o/7e0c0647ff396002,gumnaasium,okmv,,skill,osaleb kunstide suhtluses tõlgendamist vajava sõnumi edastaja ning vastuvõtjana informeeritult ja kriitiliselt
outcome:9e734815362c743b,https://curriculum.praktikal.ee/o/9e734815362c743b,gumnaasium,okmv,,competence,on loova eluhoiakuga ja lahendab probleeme loovalt
outcome:8789a83206b000d9,https://curriculum.praktikal.ee/o/8789a83206b000d9,gumnaasium,okmv,,knowledge,"teadvustab oma sidet muusika, kunsti ja visuaalkultuuriga ning Eesti ja maailma kultuuripärandiga;"
outcome:16b8c1e030180257,https://curriculum.praktikal.ee/o/16b8c1e030180257,gumnaasium,okmv,,skill,"loob, uurib ja tõlgendab, kasutades muusika, kunsti ja visuaalkultuuri väljendusvahendeid, teadmisi ning meetodeid;"
outcome:910525501c6b2379,https://curriculum.praktikal.ee/o/910525501c6b2379,gumnaasium,okmv,,skill,"mõtestab ja reflekteerib eri kultuurinähtusi, enda ja kaasõppijate loometegevust;"
outcome:a5454cd23e5564f2,https://curriculum.praktikal.ee/o/a5454cd23e5564f2,gumnaasium,okmv,,knowledge,mõistab muusika ja kunsti osatähtsust nüüdisaegses ühiskonnas;
outcome:e480d0ae09f582fa,https://curriculum.praktikal.ee/o/e480d0ae09f582fa,gumnaasium,okmv,,skill,osaleb kunstide suhtluses tõlgendamist vajava sõnumi edastaja ning vastuvõtjana informeeritult ja kriitiliselt;
outcome:81145efe9cbcfd35,https://curriculum.praktikal.ee/o/81145efe9cbcfd35,gumnaasium,okmv,,,on loova eluhoiakuga ja lahendab probleeme loovalt.
outcome:676fd2a6605927dc,https://curriculum.praktikal.ee/o/676fd2a6605927dc,gumnaasium,okmv,Kunst,competence,"teadvustab oma sidet muusika, kunsti ja visuaalkultuuriga ning Eesti ja maailma kultuuripärandiga"
outcome:337c85730879776e,https://curriculum.praktikal.ee/o/337c85730879776e,gumnaasium,okmv,Kunst,competence,"loob, uurib ja tõlgendab, kasutades muusika, kunsti ja visuaalkultuuri väljendusvahendeid, teadmisi ning meetodeid"
outcome:5144208bc046740b,https://curriculum.praktikal.ee/o/5144208bc046740b,gumnaasium,okmv,Kunst,competence,"mõtestab ning reflekteerib eri kultuurinähtusi, enda ja kaasõppijate loometegevust"
